"Run2",257,5
"Run2",300,12
"Run2",426,3
"Run2",305,5
"Run2",272,4
"Run2",302,5
"Run2",242,4
"Run2",289,4
"Run2",225,6
"Run2",245,10
"Run2",355,8
"Run2",239,3
"Run2",380,12
"Run2",373,6
"Run2",379,3
"Run2",391,3
"Run2",458,2
"Run2",413,13
"Run2",354,2
"Run2",444,14
"Run2",280,12
"Run2",412,12
"Run2",422,2
"Run2",312,6
"Run2",350,5
"Run2",216,9
"Run2",347,12
"Run2",310,1
"Run2",386,2
"Run2",365,3
"Run2",274,11
"Run2",282,5
"Run2",315,13
"Run2",230,10
"Run2",425,3
"Run2",286,11
"Run2",423,5
"Run2",427,8
"Run2",346,4
"Run2",410,5
"Run2",388,4
"Run2",234,3
"Run2",290,3
"Run2",369,3
"Run2",440,15
"Run2",372,2
"Run2",254,3
"Run2",406,5
"Run2",351,4
"Run2",359,8
"Run2",437,12
"Run2",281,2
"Run2",308,1
"Run2",299,4
"Run2",393,13
"Run2",335,5
"Run2",336,4
"Run2",420,3
"Run2",445,4
"Run2",270,4
"Run2",238,3
"Run2",210,4
"Run2",407,5
"Run2",261,5
"Run2",349,2
"Run2",402,7
"Run2",215,9
"Run2",244,10
"Run2",276,4
"Run2",417,8
"Run2",258,1
"Run2",265,2
"Run2",452,1
"Run2",454,6
"Run2",374,12
"Run2",212,6
"Run2",449,9
"Run2",389,3
"Run2",382,7
"Run2",381,6
"Run2",409,3
"Run2",322,2
"Run2",217,1
"Run2",419,2
"Run2",435,9
"Run2",438,1
"Run2",317,6
"Run2",296,3
"Run2",262,5
"Run2",448,4
"Run2",224,3
"Run2",293,2
"Run2",345,12
"Run2",213,1
"Run2",405,1
"Run2",395,1
"Run2",396,11
"Run2",264,12
"Run2",237,3
"Run2",221,9
"Run2",251,6
"Run2",287,2
"Run2",403,5
"Run2",325,4
"Run2",311,2
"Run2",394,1
"Run2",241,2
"Run2",266,2
"Run2",387,1
"Run2",357,12
"Run2",408,15
"Run2",358,6
"Run2",236,2
"Run2",227,8
"Run2",353,14
"Run2",455,11
"Run2",222,10
"Run2",275,12
"Run2",218,2
"Run2",383,1
"Run2",348,12
"Run2",233,11
"Run2",362,6
"Run2",313,8
"Run2",418,2
"Run2",329,1
"Run2",331,11
"Run2",327,9
"Run2",356,1
"Run2",397,2
"Run2",328,1
"Run2",378,7
"Run2",321,1
"Run2",344,2
"Run2",319,1
"Run2",343,3
"Run2",399,15
"Run2",297,1
"Run2",338,2
"Run2",309,1
"Run2",432,4
"Run2",404,10
"Run2",324,2
"Run2",294,1
"Run2",220,3
"Run2",279,2
"Run2",288,1
"Run2",277,2
"Run2",284,1
"Run2",267,2
"Run2",361,2
"Run2",360,8
"Run2",252,1
"Run2",260,1
"Run2",337,12
"Run2",318,14
"Run2",253,1
"Run2",400,5
"Run2",259,3
"Run2",439,19
"Run2",240,1
"Run2",334,3
"Run2",352,7
"Run2",390,2
"Run2",235,4
"Run2",323,3
"Run2",247,3
"Run2",421,2
"Run2",414,13
"Run2",376,2
"Run2",283,15
"Run2",332,2
"Run2",243,13
"Run2",268,2
"Run2",219,2
"Run2",450,2
"Run2",273,2
"Run2",424,13
"Run2",226,3
"Run2",248,3
"Run2",301,3
"Run2",430,8
"Run2",428,9
"Run2",214,2
"Run2",366,2
"Run2",326,2
"Run2",306,9
"Run2",447,3
"Run2",209,4
"Run2",333,3
"Run2",416,5
"Run2",292,3
"Run2",368,5
"Run2",367,6
"Run2",434,2
"Run2",370,12
"Run2",457,2
"Run2",228,2
"Run2",263,2
"Run2",330,2
"Run2",392,5
"Run2",446,6
"Run2",257,5
"Run2",678,2
"Run2",617,1
"Run2",696,1
"Run2",578,11
"Run2",703,1
"Run2",491,3
"Run2",564,4
"Run2",560,3
"Run2",536,6
"Run2",526,3
"Run2",614,5
"Run2",647,6
"Run2",541,2
"Run2",660,6
"Run2",610,5
"Run2",643,2
"Run2",548,3
"Run2",579,6
"Run2",586,48
"Run2",512,9
"Run2",611,6
"Run2",728,1
"Run2",499,6
"Run2",628,3
"Run2",581,4
"Run2",662,11
"Run2",591,2
"Run2",487,1
"Run2",661,1
"Run2",665,1
"Run2",613,5
"Run2",729,3
"Run2",603,4
"Run2",723,5
"Run2",713,7
"Run2",609,10
"Run2",727,1
"Run2",644,4
"Run2",731,3
"Run2",582,2
"Run2",732,1
"Run2",658,1
"Run2",654,1
"Run2",707,2
"Run2",621,3
"Run2",580,4
"Run2",573,5
"Run2",528,7
"Run2",717,4
"Run2",711,1
"Run2",601,8
"Run2",622,2
"Run2",645,9
"Run2",656,13
"Run2",719,2
"Run2",705,1
"Run2",725,2
"Run2",655,1
"Run2",692,2
"Run2",575,1
"Run2",598,2
"Run2",608,4
"Run2",607,4
"Run2",650,5
"Run2",597,4
"Run2",599,8
"Run2",706,1
"Run2",535,3
"Run2",702,6
"Run2",595,1
