Objective ID:,9005,9002,9003,9000,9001,
Run2,0.5,0.5,0.5,0.5,0.5,
Run2,0.34210527,0.8333333,0.93877554,0.0,0.23636363,
Run2,0.34210527,0.51724136,0.93877554,0.06153846,0.23636363,
Run2,0.33333334,0.51724136,0.93877554,0.08955224,0.23636363,
Run2,0.64102566,0.9655172,0.8367347,0.58208954,0.45454547,
Run2,0.5102041,0.43076923,0.8367347,0.58208954,0.45454547,
Run2,0.875,1.0,0.6632653,0.68421054,0.875,
Run2,0.96428573,0.9846154,0.6530612,1.0,0.96428573,
Run2,0.94736844,0.9846154,0.6530612,1.0,0.94736844,
Run2,0.94736844,0.8888889,0.6530612,1.0,0.9,
