"Run0",219,2
"Run0",342,4
"Run0",458,4
"Run0",366,2
"Run0",313,40
"Run0",332,35
"Run0",318,40
"Run0",315,39
"Run0",418,14
"Run0",414,10
"Run0",422,31
"Run0",434,7
"Run0",281,13
"Run0",467,9
"Run0",291,17
"Run0",300,13
"Run0",273,14
"Run0",437,14
"Run0",435,8
"Run0",415,5
"Run0",462,8
"Run0",258,9
"Run0",369,12
"Run0",391,3
"Run0",449,11
"Run0",453,10
"Run0",357,13
"Run0",251,11
"Run0",353,4
"Run0",428,5
"Run0",243,14
"Run0",275,14
"Run0",309,12
"Run0",292,15
"Run0",416,3
"Run0",290,13
"Run0",340,11
"Run0",305,11
"Run0",360,12
"Run0",406,2
"Run0",463,2
"Run0",382,4
"Run0",410,10
"Run0",235,15
"Run0",261,11
"Run0",329,2
"Run0",448,14
"Run0",447,11
"Run0",232,42
"Run0",248,6
"Run0",423,8
"Run0",267,15
"Run0",277,15
"Run0",365,4
"Run0",336,9
"Run0",343,12
"Run0",432,30
"Run0",372,8
"Run0",237,30
"Run0",250,15
"Run0",392,2
"Run0",445,1
"Run0",225,9
"Run0",310,14
"Run0",377,11
"Run0",415,5
"Run0",292,15
"Run0",248,6
"Run0",365,4
"Run0",225,9
"Run0",619,27
"Run0",589,31
"Run0",565,10
"Run0",538,5
"Run0",692,6
"Run0",655,19
"Run0",507,2
"Run0",593,9
"Run0",517,1
"Run0",606,3
"Run0",581,1
"Run0",686,2
"Run0",674,3
"Run0",632,7
"Run0",578,1
"Run0",576,28
"Run0",617,9
"Run0",657,3
"Run0",603,6
"Run0",540,5
"Run0",698,11
"Run0",687,6
"Run0",543,1
"Run0",718,1
"Run0",705,2
"Run0",647,25
"Run0",673,3
"Run0",625,10
"Run0",670,4
"Run0",719,1
"Run0",541,5
"Run0",666,7
"Run0",584,1
"Run0",695,9
"Run0",548,6
"Run0",669,3
"Run0",560,2
"Run0",481,5
"Run0",594,32
"Run0",626,4
"Run0",598,4
"Run0",607,1
"Run0",685,5
"Run0",714,4
"Run0",513,6
"Run0",529,19
"Run0",573,3
"Run0",546,9
"Run0",491,8
"Run0",711,20
"Run0",663,14
"Run0",566,8
"Run0",693,8
"Run0",485,13
"Run0",656,5
"Run0",679,10
"Run0",630,7
"Run0",596,14
"Run0",604,17
"Run0",504,4
"Run0",490,10
"Run0",562,11
"Run0",642,6
"Run0",671,5
"Run0",544,13
"Run0",636,11
"Run0",676,8
"Run0",664,12
"Run0",494,6
"Run0",515,18
"Run0",628,10
"Run0",627,9
"Run0",556,5
"Run0",528,6
"Run0",567,7
"Run0",248,6
"Run0",365,4
"Run0",225,9
"Run0",541,5
"Run0",584,1
"Run0",548,6
"Run0",491,8
"Run0",656,5
"Run0",752,3
"Run0",927,2
"Run0",908,2
"Run0",880,2
"Run0",835,3
"Run0",783,2
"Run0",745,4
"Run0",789,10
"Run0",924,4
"Run0",742,2
"Run0",898,13
"Run0",810,4
"Run0",890,5
"Run0",841,8
"Run0",807,13
"Run0",820,12
"Run0",795,3
"Run0",952,1
"Run0",872,5
"Run0",853,9
"Run0",956,5
"Run0",777,4
"Run0",817,5
"Run0",936,5
"Run0",862,5
"Run0",826,4
"Run0",836,4
"Run0",788,2
"Run0",906,13
"Run0",782,3
"Run0",947,5
"Run0",863,2
"Run0",954,18
"Run0",781,3
"Run0",887,4
"Run0",884,8
