Objective ID:,9005,9002,9003,9000,9001,
Run7,0.5,0.5,0.5,0.5,0.5,
Run7,1.0,1.0,0.6458333,0.578125,0.8679245,
Run7,1.0,1.0,0.65625,1.0,1.0,
