"Run6",335,45
"Run6",351,11
"Run6",316,11
"Run6",240,32
"Run6",291,33
"Run6",307,7
"Run6",271,38
"Run6",450,34
"Run6",255,14
"Run6",345,37
"Run6",285,6
"Run6",281,33
"Run6",408,9
"Run6",269,3
"Run6",318,17
"Run6",416,13
"Run6",296,7
"Run6",354,11
"Run6",363,12
"Run6",393,20
"Run6",325,19
"Run6",448,3
"Run6",391,9
"Run6",352,3
"Run6",390,16
"Run6",329,3
"Run6",347,14
"Run6",435,6
"Run6",221,8
"Run6",337,3
"Run6",392,11
"Run6",427,6
"Run6",260,15
"Run6",236,39
"Run6",405,48
"Run6",349,10
"Run6",254,7
"Run6",361,1
"Run6",372,41
"Run6",389,9
"Run6",251,39
"Run6",222,17
"Run6",224,49
"Run6",335,45
"Run6",558,28
"Run6",534,32
"Run6",568,25
"Run6",721,4
"Run6",715,24
"Run6",636,25
"Run6",531,5
"Run6",611,12
"Run6",717,3
"Run6",697,6
"Run6",638,17
"Run6",551,8
"Run6",702,8
"Run6",559,28
"Run6",576,4
"Run6",671,2
"Run6",543,4
"Run6",731,2
"Run6",713,5
"Run6",749,2
"Run6",578,2
"Run6",596,2
"Run6",655,2
"Run6",622,12
"Run6",535,7
"Run6",686,5
"Run6",689,18
"Run6",648,6
"Run6",598,7
"Run6",676,5
"Run6",560,17
"Run6",524,18
"Run6",526,21
"Run6",545,22
"Run6",658,19
"Run6",750,4
"Run6",510,5
"Run6",603,2
"Run6",654,9
"Run6",644,8
"Run6",746,5
"Run6",335,45
"Run6",558,28
"Run6",831,21
"Run6",986,17
"Run6",853,33
"Run6",988,6
"Run6",1011,30
"Run6",876,5
"Run6",844,2
"Run6",918,5
"Run6",833,9
"Run6",1002,5
"Run6",982,10
"Run6",956,2
"Run6",808,3
"Run6",913,2
"Run6",775,2
"Run6",832,13
"Run6",860,16
"Run6",792,13
"Run6",912,4
"Run6",941,9
"Run6",873,4
"Run6",848,6
"Run6",772,9
"Run6",944,12
"Run6",915,12
"Run6",849,14
"Run6",923,13
"Run6",846,3
"Run6",838,4
"Run6",990,3
"Run6",958,18
"Run6",991,15
"Run6",335,45
"Run6",558,28
"Run6",1118,45
"Run6",1124,16
"Run6",1069,17
"Run6",1145,16
"Run6",1260,15
"Run6",1026,4
"Run6",1057,5
"Run6",1170,4
"Run6",1254,4
"Run6",1182,13
"Run6",1027,6
"Run6",1244,2
"Run6",1086,3
"Run6",1106,4
"Run6",1209,18
"Run6",1142,1
"Run6",1219,2
"Run6",1054,8
"Run6",1119,2
"Run6",1230,5
"Run6",1173,8
"Run6",1216,5
"Run6",1178,8
"Run6",1205,8
"Run6",1107,3
"Run6",1191,5
"Run6",1071,15
"Run6",1034,11
"Run6",1221,11
"Run6",1115,10
"Run6",1050,4
"Run6",1041,11
"Run6",1150,2
"Run6",335,45
"Run6",1118,45
"Run6",1310,41
"Run6",1480,40
"Run6",1449,46
"Run6",1387,66
"Run6",1305,45
"Run6",1457,25
"Run6",1478,12
"Run6",1430,10
"Run6",1440,11
"Run6",1381,4
"Run6",1411,4
"Run6",1284,11
"Run6",1361,12
"Run6",1470,10
"Run6",1481,1
"Run6",1469,3
"Run6",1452,13
"Run6",1369,16
"Run6",1359,7
"Run6",1380,2
"Run6",1340,2
"Run6",1383,8
"Run6",1289,6
"Run6",1357,9
"Run6",1334,14
"Run6",1431,3
"Run6",1499,3
"Run6",1363,15
"Run6",1471,10
"Run6",1517,7
"Run6",1355,8
"Run6",1322,8
"Run6",1444,2
"Run6",1464,4
"Run6",1393,7
