Objective ID:,9005,9002,9003,9000,9001,
Run1,0.5,0.5,0.5,0.5,0.5,
Run1,0.7105263,0.6296296,0.74489796,0.23880596,0.5510204,
Run1,0.0,1.0,0.70408165,0.19402985,0.63265306,
Run1,0.02631579,0.6551724,0.70408165,0.2835821,0.52,
Run1,0.7894737,1.0,0.7346939,0.40298507,0.78431374,
Run1,0.6818182,0.94545454,0.7346939,0.40298507,0.72727275,
Run1,0.6818182,0.9285714,0.7346939,0.40298507,0.71428573,
Run1,0.6818182,0.9285714,0.7346939,0.3970588,0.71428573,
Run1,0.6818182,0.9285714,0.7346939,0.3970588,0.7017544,
Run1,0.6136364,0.91071427,0.5714286,0.5588235,0.98245615,
Run1,0.6,0.87931037,0.5714286,0.5588235,0.9491525,
Run1,0.9574468,1.0,0.59183675,0.64705884,0.93333334,
Run1,0.9574468,1.0,0.59183675,0.64705884,0.8888889,
Run1,0.8181818,1.0,0.59183675,0.64705884,0.8888889,
Run1,0.45454547,1.0,0.63265306,0.61764705,0.7777778,
Run1,0.45454547,1.0,0.63265306,0.61764705,0.7777778,
Run1,0.45454547,1.0,0.63265306,0.61764705,0.7777778,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.7818182,1.0,0.46938777,1.0,0.9206349,
Run1,0.76785713,0.9705882,0.46938777,0.8888889,0.9206349,
Run1,0.75438595,0.9705882,0.46938777,0.8888889,0.9206349,
